Age,Income,Loan_Amount,Credit_Score,Months_Employed,Num_Credit_Lines,Interest_Rate,Loan_Term,Debt_Income_Ratio,Education,Employment_Type,Marital_Status,Has_Mortgage,Has_Dependents,Loan_Purpose,Has_CoSigner,Defaulted,Loan_Income_ratio,Credit_score_Band,Age_band,Tenure_band
58,119455,52252,471,9,4,2.52,36,0.61,Bachelor's,Full-time,Divorced,Yes,Yes,Home,Yes,0,0.44,Poor,46-60,<1 year
69,131685,111082,737,119,1,18.69,12,0.66,High School,Unemployed,Divorced,Yes,Yes,Business,No,0,0.84,Good,>60,>5 years
36,88839,183845,340,78,1,11.26,60,0.61,Master's,Part-time,Single,No,No,Business,Yes,1,2.07,Poor,36-45,>5 years
62,71456,131441,563,117,3,6.07,36,0.5,Master's,Self-employed,Married,Yes,Yes,Other,No,0,1.84,Poor,>60,>5 years
35,19864,41440,697,26,3,23.36,24,0.4,Master's,Self-employed,Married,No,No,Business,Yes,1,2.09,Good,25-35 ,1-3 years
66,101370,9781,426,13,4,17.18,12,0.19,Master's,Self-employed,Married,Yes,No,Education,No,0,0.1,Poor,>60,1-3 years
44,146584,71654,584,49,2,3.74,24,0.72,High School,Part-time,Single,Yes,No,Other,No,0,0.49,Fair,36-45,3-5 years
23,25194,215911,347,103,2,17.99,48,0.38,High School,Self-employed,Single,No,No,Home,No,1,8.57,Poor,<25,>5 years
27,47103,75413,836,16,4,4.97,24,0.8,High School,Full-time,Divorced,Yes,Yes,Home,No,0,1.6,Excellent,25-35 ,1-3 years
19,33843,183647,662,20,3,22.02,24,0.81,Master's,Self-employed,Divorced,Yes,No,Business,No,0,5.43,Fair,<25,1-3 years
41,128912,164552,618,110,3,3.94,24,0.79,Bachelor's,Self-employed,Married,Yes,Yes,Auto,Yes,0,1.28,Fair,36-45,>5 years
55,138275,178598,521,26,1,2.85,36,0.31,PhD,Part-time,Divorced,No,Yes,Business,No,0,1.29,Poor,46-60,1-3 years
45,18962,216185,499,107,3,10.54,24,0.46,High School,Unemployed,Single,Yes,No,Other,Yes,1,11.4,Poor,36-45,>5 years
45,39668,161453,596,3,1,13.81,60,0.4,PhD,Full-time,Single,Yes,No,Other,No,0,4.07,Fair,36-45,<1 year
62,56113,37633,767,107,4,24.05,48,0.33,Bachelor's,Unemployed,Married,No,No,Auto,Yes,0,0.67,Very Good,>60,>5 years
67,21546,213994,344,90,4,15.49,48,0.55,High School,Part-time,Married,Yes,No,Education,Yes,0,9.93,Poor,>60,>5 years
56,73915,108866,591,41,1,8.56,60,0.19,PhD,Self-employed,Married,Yes,No,Home,No,0,1.47,Fair,46-60,3-5 years
19,98354,225661,390,29,4,18.95,36,0.73,High School,Unemployed,Divorced,No,No,Auto,No,1,2.29,Poor,<25,1-3 years
63,98760,73795,386,64,2,17.9,12,0.21,PhD,Unemployed,Single,No,Yes,Other,No,0,0.75,Poor,>60,>5 years
22,136742,198349,583,68,2,12.32,60,0.29,Bachelor's,Unemployed,Divorced,Yes,No,Auto,No,0,1.45,Fair,<25,>5 years
67,148986,11951,653,84,1,5.75,12,0.12,Bachelor's,Part-time,Married,No,Yes,Business,Yes,0,0.08,Fair,>60,>5 years
28,53392,14689,350,55,1,22.69,60,0.77,PhD,Unemployed,Single,No,No,Education,No,0,0.28,Poor,25-35 ,3-5 years
27,61622,243077,732,15,2,9.47,48,0.86,Master's,Full-time,Married,No,No,Home,Yes,0,3.94,Good,25-35 ,1-3 years
60,142919,140417,616,86,4,8.46,12,0.74,PhD,Part-time,Divorced,Yes,No,Home,No,0,0.98,Fair,46-60,>5 years
19,87825,189889,447,5,1,6.48,12,0.11,High School,Part-time,Single,No,No,Education,Yes,1,2.16,Poor,<25,<1 year
32,90353,218236,540,0,3,7.79,12,0.46,Bachelor's,Self-employed,Married,No,Yes,Business,Yes,0,2.42,Poor,25-35 ,<1 year
56,108256,150384,763,7,4,19.16,60,0.59,Bachelor's,Unemployed,Divorced,Yes,No,Business,No,0,1.39,Very Good,46-60,<1 year
58,87492,104053,448,52,3,6.49,48,0.21,Master's,Part-time,Married,No,No,Home,No,0,1.19,Poor,46-60,3-5 years
54,42764,55086,311,13,3,21.52,12,0.18,PhD,Full-time,Single,No,No,Business,No,0,1.29,Poor,46-60,1-3 years
24,104712,195578,466,98,4,6.8,60,0.71,Master's,Unemployed,Married,No,Yes,Auto,No,0,1.87,Poor,<25,>5 years
37,73408,113629,599,72,4,3.75,12,0.11,High School,Part-time,Single,Yes,No,Auto,No,0,1.55,Fair,36-45,>5 years
51,83087,91987,775,28,3,21.32,60,0.7,Bachelor's,Part-time,Divorced,No,No,Education,No,0,1.11,Very Good,46-60,1-3 years
52,24843,203216,746,106,3,21.48,36,0.47,Master's,Unemployed,Single,No,Yes,Other,Yes,0,8.18,Very Good,46-60,>5 years
51,100619,107925,493,48,4,22.62,36,0.25,Bachelor's,Part-time,Single,Yes,Yes,Business,Yes,0,1.07,Poor,46-60,3-5 years
39,130462,99563,794,79,3,20.85,48,0.21,Bachelor's,Unemployed,Divorced,Yes,Yes,Other,No,0,0.76,Very Good,36-45,>5 years
48,41683,129454,580,60,3,14.56,60,0.78,High School,Self-employed,Divorced,No,No,Business,Yes,0,3.11,Fair,46-60,#N/A
40,148929,212677,449,88,3,11.36,36,0.7,Master's,Self-employed,Divorced,No,Yes,Other,Yes,0,1.43,Poor,36-45,>5 years
36,115649,25780,535,110,3,3.03,24,0.29,High School,Full-time,Single,No,Yes,Other,Yes,0,0.22,Poor,36-45,>5 years
21,80137,240935,535,81,4,23.48,36,0.46,Bachelor's,Self-employed,Divorced,No,No,Other,No,1,3.01,Poor,<25,>5 years
41,43181,18714,773,109,2,12.77,12,0.33,Master's,Part-time,Married,Yes,No,Education,Yes,0,0.43,Very Good,36-45,>5 years
37,146586,92719,626,91,1,3.44,60,0.61,PhD,Self-employed,Divorced,No,No,Other,No,0,0.63,Fair,36-45,>5 years
56,37157,114334,579,71,1,18.74,48,0.89,PhD,Full-time,Divorced,No,Yes,Education,Yes,1,3.08,Poor,46-60,>5 years
45,107732,235688,694,34,2,8.54,12,0.47,High School,Part-time,Single,Yes,No,Education,Yes,0,2.19,Good,36-45,1-3 years
56,66174,162113,556,13,4,18.44,60,0.47,Bachelor's,Part-time,Married,Yes,No,Education,Yes,0,2.45,Poor,46-60,1-3 years
34,76797,127524,709,75,4,13.66,12,0.76,Bachelor's,Self-employed,Married,Yes,No,Auto,Yes,0,1.66,Good,25-35 ,>5 years
36,119734,160040,441,109,4,4.04,48,0.16,PhD,Full-time,Married,Yes,No,Education,No,0,1.34,Poor,36-45,>5 years
65,133797,169563,766,114,2,12.07,12,0.64,High School,Unemployed,Married,Yes,Yes,Auto,No,0,1.27,Very Good,>60,>5 years
52,33448,75099,592,106,1,3.9,60,0.38,High School,Part-time,Married,Yes,Yes,Education,Yes,0,2.25,Fair,46-60,>5 years
49,144747,73112,487,110,1,15.82,60,0.81,High School,Part-time,Divorced,No,Yes,Other,No,0,0.51,Poor,46-60,>5 years
64,54038,237688,837,41,3,8.78,24,0.65,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes,0,4.4,Excellent,>60,3-5 years
63,83687,156455,437,17,3,13.18,24,0.64,PhD,Part-time,Divorced,Yes,Yes,Auto,No,0,1.87,Poor,>60,1-3 years
64,121709,24989,715,55,3,7.87,48,0.3,High School,Unemployed,Divorced,No,No,Business,No,0,0.21,Good,>60,3-5 years
63,102815,211334,764,107,3,22.16,36,0.61,Bachelor's,Full-time,Divorced,No,Yes,Home,No,0,2.06,Very Good,>60,>5 years
56,78959,43838,844,77,4,14.04,60,0.62,Master's,Unemployed,Married,No,No,Education,Yes,0,0.56,Excellent,46-60,>5 years
52,39567,126315,407,12,2,19.28,60,0.58,Master's,Part-time,Divorced,Yes,No,Other,No,0,3.19,Poor,46-60,1-3 years
47,91301,145558,423,3,4,16.48,24,0.14,PhD,Self-employed,Married,No,No,Education,No,0,1.59,Poor,46-60,<1 year
34,47949,204209,513,79,3,12.71,48,0.36,PhD,Full-time,Married,No,Yes,Home,No,0,4.26,Poor,25-35 ,>5 years
59,39760,246945,831,70,2,12.26,12,0.64,PhD,Unemployed,Divorced,No,No,Business,Yes,0,6.21,Excellent,46-60,>5 years
64,60136,198936,674,6,2,21.77,60,0.56,PhD,Full-time,Divorced,No,No,Auto,No,0,3.31,Good,>60,<1 year
46,44174,196379,660,95,1,14.74,60,0.21,Bachelor's,Part-time,Single,No,No,Business,No,0,4.45,Fair,46-60,>5 years
23,20259,124793,824,88,2,4.38,12,0.12,High School,Full-time,Married,Yes,Yes,Other,No,1,6.16,Excellent,<25,>5 years
34,78628,52114,741,92,2,9.92,60,0.25,High School,Unemployed,Married,Yes,Yes,Education,No,0,0.66,Very Good,25-35 ,>5 years
34,54691,233390,319,49,3,2.88,48,0.82,Bachelor's,Full-time,Divorced,No,No,Auto,Yes,0,4.27,Poor,25-35 ,3-5 years
31,57836,177504,607,115,3,8.65,60,0.71,Master's,Full-time,Single,No,No,Other,No,1,3.07,Fair,25-35 ,>5 years
41,50549,27485,656,71,2,21.48,24,0.37,Master's,Part-time,Married,No,Yes,Business,No,0,0.54,Fair,36-45,>5 years
67,44216,127080,701,56,3,19.44,24,0.36,High School,Self-employed,Divorced,Yes,Yes,Auto,No,0,2.87,Good,>60,3-5 years
54,63293,216685,622,82,3,22.26,48,0.41,Master's,Self-employed,Married,No,Yes,Home,No,0,3.42,Fair,46-60,>5 years
57,26302,122420,744,42,4,3.34,48,0.61,PhD,Unemployed,Single,Yes,No,Other,Yes,0,4.65,Very Good,46-60,3-5 years
56,26560,97861,523,76,3,12.02,48,0.15,Bachelor's,Full-time,Single,Yes,Yes,Education,No,0,3.68,Poor,46-60,>5 years
49,95664,63341,585,23,1,13.45,24,0.22,PhD,Part-time,Divorced,No,No,Education,Yes,0,0.66,Fair,46-60,1-3 years
53,84168,180488,798,97,4,22.82,48,0.14,High School,Self-employed,Married,No,Yes,Education,No,0,2.14,Very Good,46-60,>5 years
67,51127,247651,317,78,1,22.1,48,0.31,High School,Part-time,Single,Yes,No,Auto,Yes,0,4.84,Poor,>60,>5 years
54,89987,72545,652,30,4,9.07,60,0.53,PhD,Unemployed,Married,No,Yes,Business,Yes,0,0.81,Fair,46-60,1-3 years
65,126977,90507,461,51,1,22.22,48,0.84,Bachelor's,Self-employed,Married,No,No,Other,Yes,0,0.71,Poor,>60,3-5 years
31,18298,117461,761,67,1,5.28,24,0.34,Bachelor's,Full-time,Married,Yes,Yes,Home,No,0,6.42,Very Good,25-35 ,>5 years
44,35717,201447,563,82,3,11.8,36,0.61,Bachelor's,Unemployed,Single,Yes,Yes,Business,No,0,5.64,Poor,36-45,>5 years
36,93070,145193,566,68,2,18.93,36,0.41,Bachelor's,Full-time,Divorced,No,No,Education,No,0,1.56,Poor,36-45,>5 years
48,144309,42000,363,94,3,12.75,24,0.49,Bachelor's,Unemployed,Married,No,No,Home,No,0,0.29,Poor,46-60,>5 years
63,28601,200439,791,10,1,19.86,48,0.57,Master's,Full-time,Divorced,No,No,Home,No,0,7.01,Very Good,>60,<1 year
26,36521,218811,444,112,3,10,36,0.79,High School,Self-employed,Single,No,No,Education,No,0,5.99,Poor,25-35 ,>5 years
55,86920,119568,657,52,1,12.19,36,0.45,Master's,Self-employed,Divorced,No,No,Other,Yes,0,1.38,Fair,46-60,3-5 years
34,122055,61776,503,21,3,7.9,48,0.51,High School,Full-time,Married,No,No,Home,Yes,0,0.51,Poor,25-35 ,1-3 years
36,84246,156238,638,6,1,6.32,24,0.85,High School,Unemployed,Divorced,Yes,Yes,Other,No,0,1.85,Fair,36-45,<1 year
61,82157,122254,447,34,1,8.54,36,0.11,Master's,Part-time,Married,No,Yes,Auto,No,0,1.49,Poor,>60,1-3 years
21,30349,14868,757,95,4,10.7,12,0.35,PhD,Unemployed,Married,No,Yes,Home,Yes,0,0.49,Very Good,<25,>5 years
65,125101,175789,807,115,2,21.24,60,0.85,PhD,Part-time,Married,Yes,Yes,Home,Yes,0,1.41,Excellent,>60,>5 years
28,37351,200195,477,60,3,8.56,24,0.6,PhD,Self-employed,Married,Yes,Yes,Home,No,0,5.36,Poor,25-35 ,#N/A
39,124183,23766,716,15,4,7.57,60,0.29,Master's,Self-employed,Single,Yes,No,Home,Yes,0,0.19,Good,36-45,1-3 years
21,36881,221270,391,19,2,19.69,36,0.67,High School,Self-employed,Divorced,No,Yes,Education,Yes,0,6,Poor,<25,1-3 years
34,61026,217698,793,74,4,11.83,60,0.53,PhD,Unemployed,Married,Yes,Yes,Other,No,1,3.57,Very Good,25-35 ,>5 years
25,33638,187856,590,110,2,11.64,48,0.83,Bachelor's,Full-time,Married,No,No,Other,Yes,0,5.58,Fair,25-35 ,>5 years
63,29337,80609,689,89,2,4.79,36,0.2,Bachelor's,Unemployed,Single,Yes,Yes,Home,No,0,2.75,Good,>60,>5 years
51,115187,61250,725,73,3,19.36,24,0.81,Master's,Part-time,Divorced,Yes,Yes,Auto,Yes,0,0.53,Good,46-60,>5 years
28,93289,241166,649,66,3,18.23,36,0.86,Bachelor's,Unemployed,Divorced,Yes,No,Auto,Yes,0,2.59,Fair,25-35 ,>5 years
48,62771,40219,490,58,3,5.74,12,0.85,Bachelor's,Unemployed,Married,No,No,Other,Yes,0,0.64,Poor,46-60,3-5 years
28,93679,186142,440,85,1,12.78,24,0.78,Master's,Self-employed,Single,No,No,Auto,Yes,0,1.99,Poor,25-35 ,>5 years
55,53336,138907,310,91,4,11.5,24,0.25,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes,0,2.6,Poor,46-60,>5 years
38,120605,165796,454,54,1,8.65,36,0.37,Master's,Unemployed,Married,No,Yes,Auto,Yes,0,1.37,Poor,36-45,3-5 years
63,120223,36945,440,70,1,4.49,36,0.59,Master's,Full-time,Married,No,No,Home,Yes,0,0.31,Poor,>60,>5 years
47,18277,146824,779,116,4,20,48,0.47,Bachelor's,Part-time,Single,No,Yes,Home,Yes,1,8.03,Very Good,46-60,>5 years
27,35105,211035,318,29,3,17.21,12,0.72,PhD,Unemployed,Married,Yes,No,Auto,Yes,1,6.01,Poor,25-35 ,1-3 years
43,22094,162606,733,73,3,8.3,24,0.42,High School,Unemployed,Single,Yes,Yes,Auto,Yes,0,7.36,Good,36-45,>5 years
44,61511,63321,575,16,2,4.82,12,0.22,Bachelor's,Unemployed,Divorced,No,Yes,Education,Yes,0,1.03,Poor,36-45,1-3 years
25,81359,32491,778,91,3,21.37,60,0.56,Bachelor's,Self-employed,Married,Yes,No,Other,No,0,0.4,Very Good,25-35 ,>5 years
56,71197,108897,507,8,3,17.99,48,0.15,High School,Self-employed,Divorced,No,No,Home,No,0,1.53,Poor,46-60,<1 year
25,70151,241694,813,74,2,12,36,0.74,Master's,Self-employed,Single,Yes,No,Home,Yes,0,3.45,Excellent,25-35 ,>5 years
25,134664,177620,744,95,4,18.12,36,0.17,High School,Self-employed,Single,Yes,Yes,Auto,Yes,0,1.32,Very Good,25-35 ,>5 years
51,136904,57805,628,52,2,14.64,60,0.46,High School,Unemployed,Married,Yes,No,Education,Yes,0,0.42,Fair,46-60,3-5 years
33,133423,109627,437,81,4,20.02,24,0.63,Master's,Full-time,Divorced,Yes,No,Education,No,0,0.82,Poor,25-35 ,>5 years
58,118139,168415,817,5,4,9.99,12,0.58,Bachelor's,Part-time,Divorced,No,Yes,Auto,Yes,0,1.43,Excellent,46-60,<1 year
30,139985,199629,328,109,4,13.46,36,0.27,PhD,Unemployed,Married,No,Yes,Home,No,0,1.43,Poor,25-35 ,>5 years
40,143015,177767,690,101,1,7.67,48,0.28,Master's,Self-employed,Divorced,Yes,No,Auto,Yes,0,1.24,Good,36-45,>5 years
29,119191,41215,805,35,3,10.66,60,0.84,Master's,Part-time,Married,Yes,No,Auto,Yes,0,0.35,Excellent,25-35 ,1-3 years
44,67044,132672,711,56,4,4.02,12,0.87,Master's,Full-time,Single,Yes,No,Home,No,0,1.98,Good,36-45,3-5 years
39,42732,240603,592,34,1,2.55,12,0.32,PhD,Unemployed,Divorced,No,Yes,Business,Yes,0,5.63,Fair,36-45,1-3 years
49,22391,124053,663,12,2,17.87,60,0.77,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,Yes,0,5.54,Fair,46-60,1-3 years
66,74144,25861,486,76,1,8.31,48,0.53,High School,Full-time,Married,No,No,Business,No,0,0.35,Poor,>60,>5 years
44,52801,124028,337,68,4,7.62,48,0.48,PhD,Full-time,Married,No,Yes,Business,Yes,0,2.35,Poor,36-45,>5 years
19,88526,194199,545,37,2,9.2,36,0.54,PhD,Full-time,Married,No,Yes,Business,Yes,0,2.19,Poor,<25,3-5 years
62,92620,127395,619,82,3,6.33,12,0.68,High School,Full-time,Married,Yes,Yes,Business,Yes,0,1.38,Fair,>60,>5 years
50,18247,121562,489,50,4,8.73,12,0.56,PhD,Self-employed,Divorced,No,Yes,Other,Yes,0,6.66,Poor,46-60,3-5 years
43,35513,125482,514,85,4,24.4,24,0.4,PhD,Part-time,Married,No,No,Home,Yes,0,3.53,Poor,36-45,>5 years
45,104052,160497,515,95,2,22.89,48,0.15,High School,Part-time,Married,No,Yes,Auto,Yes,1,1.54,Poor,36-45,>5 years
36,49330,43740,493,87,4,15.41,24,0.53,Master's,Self-employed,Divorced,No,No,Auto,No,0,0.89,Poor,36-45,>5 years
60,99068,221336,545,59,3,22.84,12,0.85,Master's,Full-time,Married,Yes,No,Auto,Yes,1,2.23,Poor,46-60,3-5 years
22,46351,151652,300,0,4,10.04,36,0.51,PhD,Part-time,Single,No,Yes,Other,Yes,0,3.27,Poor,<25,<1 year
50,23412,90063,830,78,2,8.22,48,0.7,Bachelor's,Full-time,Divorced,Yes,Yes,Business,Yes,0,3.85,Excellent,46-60,>5 years
37,127778,121381,716,35,2,19.82,60,0.54,Bachelor's,Self-employed,Single,Yes,No,Business,Yes,0,0.95,Good,36-45,1-3 years
47,53045,213525,311,12,1,19.69,24,0.7,PhD,Part-time,Single,No,Yes,Other,No,0,4.03,Poor,46-60,1-3 years
62,34701,149008,333,109,2,8.4,12,0.61,High School,Unemployed,Divorced,Yes,No,Auto,Yes,1,4.29,Poor,>60,>5 years
25,122349,28181,417,114,3,6.25,60,0.47,PhD,Unemployed,Married,Yes,Yes,Business,No,0,0.23,Poor,25-35 ,>5 years
55,71619,5731,403,37,3,21.74,12,0.19,Master's,Self-employed,Single,No,Yes,Auto,Yes,0,0.08,Poor,46-60,3-5 years
34,131035,106199,625,4,4,14.28,48,0.25,PhD,Self-employed,Married,No,Yes,Auto,No,0,0.81,Fair,25-35 ,<1 year
61,29180,9123,760,92,3,4.41,48,0.6,Master's,Unemployed,Married,Yes,No,Other,Yes,0,0.31,Very Good,>60,>5 years
18,58078,225457,728,18,1,19.53,12,0.82,High School,Full-time,Divorced,Yes,Yes,Other,No,0,3.88,Good,<25,1-3 years
20,58385,127963,625,104,3,16.77,24,0.23,Bachelor's,Unemployed,Divorced,Yes,Yes,Education,Yes,0,2.19,Fair,<25,>5 years
63,81097,112051,578,53,2,20.37,12,0.86,High School,Full-time,Single,No,No,Business,Yes,0,1.38,Poor,>60,3-5 years
43,24089,28609,764,15,1,13.9,12,0.82,PhD,Unemployed,Divorced,No,Yes,Home,Yes,0,1.19,Very Good,36-45,1-3 years
48,91182,240035,692,73,3,16.65,24,0.27,High School,Part-time,Divorced,Yes,No,Auto,No,0,2.63,Good,46-60,>5 years
25,31174,217252,383,31,3,13.53,48,0.79,PhD,Self-employed,Married,Yes,No,Home,Yes,0,6.97,Poor,25-35 ,1-3 years
60,133169,74035,685,77,3,2.82,60,0.69,Master's,Part-time,Divorced,Yes,Yes,Home,No,0,0.56,Good,46-60,>5 years
63,32631,7705,395,40,2,3.26,48,0.31,High School,Full-time,Single,Yes,No,Business,Yes,0,0.24,Poor,>60,3-5 years
25,139836,208898,823,49,3,6.25,24,0.87,PhD,Part-time,Divorced,No,Yes,Home,Yes,1,1.49,Excellent,25-35 ,3-5 years
52,37483,156719,645,45,1,12.76,36,0.11,Master's,Part-time,Divorced,Yes,Yes,Auto,No,0,4.18,Fair,46-60,3-5 years
56,51678,68208,690,44,3,20.25,36,0.6,High School,Part-time,Divorced,Yes,No,Home,Yes,0,1.32,Good,46-60,3-5 years
45,96563,134789,600,18,1,9.16,24,0.5,High School,Full-time,Divorced,Yes,No,Auto,No,0,1.4,Fair,36-45,1-3 years
68,108119,126143,334,55,1,24.24,60,0.75,Bachelor's,Part-time,Divorced,Yes,Yes,Business,Yes,0,1.17,Poor,>60,3-5 years
21,125634,214044,630,90,4,20.66,24,0.89,Master's,Full-time,Single,Yes,No,Business,No,1,1.7,Fair,<25,>5 years
33,111653,196144,332,71,2,20.11,48,0.63,PhD,Part-time,Single,Yes,No,Home,No,1,1.76,Poor,25-35 ,>5 years
30,95944,78707,323,35,1,10.47,24,0.2,Bachelor's,Part-time,Divorced,No,No,Auto,No,0,0.82,Poor,25-35 ,1-3 years
37,102676,62884,342,21,4,9.84,12,0.77,Master's,Unemployed,Single,Yes,No,Other,No,0,0.61,Poor,36-45,1-3 years
68,67278,8846,622,87,3,15.92,12,0.53,PhD,Self-employed,Married,No,No,Business,Yes,0,0.13,Fair,>60,>5 years
22,32061,109222,636,79,2,16.69,24,0.38,Master's,Part-time,Divorced,Yes,No,Auto,Yes,0,3.41,Fair,<25,>5 years
54,26704,170941,323,9,1,7.34,36,0.54,High School,Self-employed,Married,Yes,No,Home,No,1,6.4,Poor,46-60,<1 year
37,40124,109527,764,35,1,21.03,60,0.32,Master's,Part-time,Married,Yes,Yes,Business,Yes,0,2.73,Very Good,36-45,1-3 years
41,147932,149107,477,9,2,19.89,12,0.17,High School,Self-employed,Divorced,Yes,Yes,Home,Yes,1,1.01,Poor,36-45,<1 year
53,117599,130989,315,36,4,9.71,24,0.79,Master's,Self-employed,Single,No,No,Business,Yes,0,1.11,Poor,46-60,1-3 years
51,87714,92121,754,80,3,14.55,36,0.34,PhD,Self-employed,Divorced,No,Yes,Other,No,0,1.05,Very Good,46-60,>5 years
62,132847,60110,434,12,3,7.66,12,0.79,Bachelor's,Full-time,Divorced,No,No,Home,Yes,0,0.45,Poor,>60,1-3 years
65,114969,104630,652,68,2,11.91,60,0.67,Bachelor's,Unemployed,Married,No,Yes,Home,Yes,0,0.91,Fair,>60,>5 years
51,43013,42358,337,101,2,8.14,60,0.11,Master's,Full-time,Married,Yes,Yes,Other,Yes,0,0.98,Poor,46-60,>5 years
36,148291,88768,807,71,1,10.9,24,0.62,Master's,Self-employed,Single,Yes,No,Business,No,0,0.6,Excellent,36-45,>5 years
34,99137,117240,423,36,2,8.85,60,0.61,Bachelor's,Part-time,Divorced,Yes,No,Other,Yes,0,1.18,Poor,25-35 ,1-3 years
22,65564,125164,540,40,1,7.82,60,0.87,High School,Unemployed,Single,No,No,Other,No,1,1.91,Poor,<25,3-5 years
42,75283,117588,651,73,3,15.26,60,0.67,Master's,Part-time,Single,No,Yes,Business,No,0,1.56,Fair,36-45,>5 years
35,139228,8999,765,40,4,14.8,12,0.71,Master's,Full-time,Single,No,No,Business,No,0,0.06,Very Good,25-35 ,3-5 years
67,19495,9652,468,88,2,5.74,24,0.2,Bachelor's,Full-time,Divorced,Yes,Yes,Home,Yes,0,0.5,Poor,>60,>5 years
25,137901,88953,354,98,1,21.57,12,0.47,Bachelor's,Part-time,Single,No,Yes,Education,Yes,0,0.65,Poor,25-35 ,>5 years
44,66757,242636,375,23,4,11.76,12,0.36,High School,Full-time,Divorced,No,No,Home,Yes,0,3.63,Poor,36-45,1-3 years
32,112946,135276,646,81,3,2.77,24,0.44,High School,Unemployed,Married,No,No,Business,Yes,0,1.2,Fair,25-35 ,>5 years
62,102621,7776,334,25,3,3.61,12,0.89,Bachelor's,Unemployed,Single,Yes,Yes,Home,Yes,0,0.08,Poor,>60,1-3 years
30,58671,92078,659,70,4,17.56,60,0.13,High School,Unemployed,Married,Yes,Yes,Education,Yes,0,1.57,Fair,25-35 ,>5 years
33,90040,246059,649,43,3,10.1,24,0.66,High School,Full-time,Single,Yes,No,Auto,No,0,2.73,Fair,25-35 ,3-5 years
39,111972,11220,557,116,3,17.68,48,0.8,Bachelor's,Self-employed,Married,Yes,Yes,Other,No,0,0.1,Poor,36-45,>5 years
37,144915,102790,464,13,2,24.42,12,0.21,Bachelor's,Full-time,Single,Yes,No,Education,Yes,1,0.71,Poor,36-45,1-3 years
30,60208,84969,569,24,2,8.06,12,0.54,PhD,Part-time,Divorced,Yes,Yes,Business,Yes,0,1.41,Poor,25-35 ,1-3 years
37,108583,61740,619,12,4,2.52,60,0.6,Master's,Unemployed,Single,No,No,Home,Yes,0,0.57,Fair,36-45,1-3 years
19,131876,207097,445,62,1,7.94,24,0.86,PhD,Unemployed,Married,Yes,Yes,Other,No,0,1.57,Poor,<25,>5 years
52,51607,74859,671,60,2,3.44,36,0.3,Master's,Unemployed,Married,No,Yes,Auto,No,0,1.45,Good,46-60,#N/A
64,44718,238540,812,96,4,11.69,48,0.53,High School,Unemployed,Single,Yes,Yes,Business,Yes,0,5.33,Excellent,>60,>5 years
36,26830,237334,822,95,1,24.96,24,0.43,Bachelor's,Unemployed,Married,No,Yes,Home,Yes,0,8.85,Excellent,36-45,>5 years
62,91227,121283,574,12,4,8.13,24,0.79,High School,Full-time,Divorced,Yes,Yes,Home,Yes,0,1.33,Poor,>60,1-3 years
54,108266,18811,477,85,2,5.02,48,0.77,Master's,Full-time,Single,No,No,Education,No,0,0.17,Poor,46-60,>5 years
23,19819,139526,582,86,2,7.91,12,0.36,High School,Full-time,Single,Yes,No,Education,Yes,1,7.04,Fair,<25,>5 years
31,145535,80720,737,62,1,2.78,48,0.63,Master's,Part-time,Divorced,Yes,Yes,Other,Yes,0,0.55,Good,25-35 ,>5 years
21,106535,122294,590,29,2,16.12,24,0.34,PhD,Part-time,Single,Yes,Yes,Other,Yes,0,1.15,Fair,<25,1-3 years
39,142613,246755,756,24,3,9.3,24,0.81,Master's,Full-time,Divorced,Yes,Yes,Other,Yes,0,1.73,Very Good,36-45,1-3 years
68,73048,186247,656,55,4,6.27,24,0.12,Master's,Part-time,Married,Yes,No,Other,No,0,2.55,Fair,>60,3-5 years
56,113043,106242,435,53,1,7.49,60,0.71,Master's,Self-employed,Single,Yes,No,Education,Yes,0,0.94,Poor,46-60,3-5 years
53,19731,163497,368,67,4,18.65,48,0.36,Bachelor's,Unemployed,Married,No,No,Home,No,1,8.29,Poor,46-60,>5 years
51,35078,110778,366,67,1,22.29,24,0.24,PhD,Part-time,Divorced,No,No,Auto,No,0,3.16,Poor,46-60,>5 years
44,102879,162118,777,110,2,5.1,24,0.67,PhD,Self-employed,Divorced,Yes,Yes,Auto,No,0,1.58,Very Good,36-45,>5 years
24,125362,212709,636,109,2,19.25,60,0.64,Bachelor's,Part-time,Single,Yes,No,Home,Yes,0,1.7,Fair,<25,>5 years
20,116841,68554,795,27,2,18.89,24,0.76,High School,Self-employed,Single,Yes,No,Auto,Yes,0,0.59,Very Good,<25,1-3 years
64,26569,72159,727,85,2,4.37,60,0.37,Bachelor's,Unemployed,Single,No,Yes,Business,Yes,0,2.72,Good,>60,>5 years
50,122407,242958,597,12,4,2.91,24,0.39,Master's,Part-time,Married,Yes,Yes,Other,No,0,1.98,Fair,46-60,1-3 years
19,149697,115284,722,23,1,14.94,60,0.14,PhD,Unemployed,Married,Yes,No,Education,No,0,0.77,Good,<25,1-3 years
59,146327,75524,353,16,2,20.23,60,0.21,Master's,Unemployed,Divorced,Yes,Yes,Education,Yes,1,0.52,Poor,46-60,1-3 years
33,73931,145045,768,95,3,11.26,12,0.49,PhD,Full-time,Single,Yes,Yes,Other,No,0,1.96,Very Good,25-35 ,>5 years
